[TEXTURES]
0	textures\mario.png	255	255	255
1	textures\mario2.png	255	255	255
30	textures\backGround.png	255	128	192
90	textures\ITEM.png	166	185	255
120	textures\GoalRoulette.png	0	183	239
130	textures\HUBAndFont.png	81	255	191
140	textures\black.png	255	255	255
[SPRITES]
090909 	0	0	0	0	0
10001	246	154	260	181	0
10011	186	154	200	181	0
10002	275	154	290	181	0		
10003	304	154	321	181	0
10004	334	154	353	181	0
10005	362	154	381	181	0
10006	392	154	411	181	0
10007	425	154	441	182	0
10008	395	275	411	301	0

10012	155	154	170	181	0
10013	125	154	140	181	0
10014	93	154	112	181	0
10015	65	154	84	181	0
10016	35	155	54	181	0
10017	5	154	21	181	0
10018	35	275	51	301	0
100101	249	93	263	120	1
100102	793	94	807	121	1
100103	267	93	282	120	1
100104	285	93	301	119	1
100105	774	94	789	121	1
100106	755	94	771	120	1
100107	285	93	301	119	1
100108	755	94	771	120	1

10099	215	120	231	135	0

10021	247	0	259	15	0
10022	275	0	291	15	0
10023	306	0	320	15	0
10031	187	0	198	15	0
10032	155	0	170	15	0
10033	125	0	139	15	0
10034	426	0	440	16	0
10035	6	0	20	16	0
10036	397	0	410	16	0
10037	36	0	49	16	0
10049	401	350	417	378	1
10050	215	633	231	662	0
10051	1034	351	1056	379	1
10052	1	350	24	378	1
10053	1007	351	1030	378	1
10054	980	351	1004	378	1

10055	27	350	50	378	1
10056	53	350	76	377	1

10057	928	351	954	378	1
10058	105	350	128	377	1

10059	701	349	718	379	1
10060	339	348	355	378	1

10061	313	350	338	377	1

10062	261	350	287	378	1

10063	719	351	741	378	1

10064	771	351	793	379	1

10065	91	634	115	662	0
10066	331	634	355	662	0
10067	183	350	207	378	1
10068	209	350	233	378	1
10069	235	350	259	377	1

10070	849	351	873	379	1
10071	823	351	847	379	1
10072	797	351	820	378	1

10073	131	350	154	377	1
10074	157	350	179	378	1
10075	902	351	925	378	1
10076	877	351	899	378	1
10077	375	350	398	378	1
10078	658	351	681	379	1
10079	213	265	229	292	1
10080	1	265	15	292	1
10081	1041	266	1055	293	1
10082	19	265	35	292	1
10083	37	265	53	292	1
10084	1021	266	1037	293	1
10085	1003	266	1019	293	1
10086	91	265	110	292	1
10087	117	265	136	292	1
10088	143	265	162	291	1
10089	946	266	965	293	1
10090	920	266	939	293	1
10091	894	266	913	292	1
10092	195	264	211	292	1
10093	845	265	861	293	1
10094	73	265	89	291	1
10095	967	266	983	292	1
10096	209	299	223	326	1
10097	833	300	847	327	1
40001	157	188	173	204	90
40002	176	188	192	204	90
40003	196	188	212	204	90
40004	215	188	231	204	90
40005	235	188	251	204	90
80002	324	52	340	68	30
80003	341	52	357	68	30
80004	325	69	340	85	30
80005	341	69	357	85	30

90001	443	239	459	255	30
90002	426	239	442	255	30
90003	426	256	442	278	30
90004	443	256	459	278	30
100001	138	1	153	17	30
100002	154	1	169	17	30
100003	137	18	153	34	30
100004	154	18	170	34	30
100005	137	35	153	51	30
100006	154	35	170	51	30
100007	137	52	153	68	30 
110001	294	101	302	115	90
110002	311	101	312	115	90
110003	321	101	325	115	90
110004	334	100	348	116	90
110005	357	100	363	116	90
110006	372	100	382	116	90

170001	101	276	117	292	30
170002	118	276	134	292	30
170003	135	276	151	292	30
170004	152	276	168	292	30

 #smallTree
 180001	222	205	238	223	30
 
 #blue "P"
210001	324	239	340	255	30
 #level mushroom
 210002	156	121	178	137	90
 210003	154	137	170	151	30
